Make,Model,trim,mileage,reg_year,transmission_type,fuel_type,price
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,40235,2020,Semiauto,Hybrid,"21,350"
Volkswagen,Golf,1.0 TSI Life 5dr,3837,2023,Manual,Petrol,"20,992"
Volkswagen,Golf,1.5 TSI 150 Style 5dr,7041,2023,Manual,Petrol,"24,295"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,21885,2021,Manual,Petrol,"18,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,6429,2023,Manual,Petrol,"21,592"
Volkswagen,Golf,1.5 TSI R-Line 5dr,11702,2021,Manual,Petrol,"21,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,3072,2023,Manual,Petrol,"21,895"
Volkswagen,Golf,1.5 TSI EVO 150 R-Line 5dr DSG,14604,2020,Semiauto,Petrol,"20,995"
Volkswagen,Golf,1.5 eTSI 150 Life 5dr DSG,21195,2020,Semiauto,Hybrid,"19,992"
Volkswagen,Golf,1.5 TSI EVO Match 5dr,33870,2019,Manual,Petrol,"15,495"
Vauxhall,Adam,1.0T ecoFLEX Rocks Air 3dr [Start Stop],85522,2016,Manual,Petrol,"5,995"
Ford,Fiesta,1.0 EcoBoost Zetec 3dr,21359,2017,Manual,Petrol,"8,995"
Fiat,500X,1.6 E-torQ Pop 5dr,18917,2016,Manual,Petrol,"8,995"
Honda,Civic,1.8 i-VTEC SE Plus 5dr,62575,2015,Manual,Petrol,"9,500"
Volkswagen,Golf,1.4 TSI S 5dr,82691,2018,Manual,Petrol,"9,995"
MINI,Hatchback,1.5 Cooper D 5dr,45115,2016,Manual,Diesel,"9,995"
BMW,2,Series 220d [190] M Sport 2dr,72991,2016,Manual,Diesel,"11,500"
Mercedes-Benz,A-Class,A180d Sport Executive 5dr Auto,38886,2016,Automatic,Diesel,"13,500"
MINI,Hatchback,1.5 Cooper 5dr Auto,28161,2017,Automatic,Petrol,"14,000"
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,40235,2020,Semiauto,Hybrid,"21,350"
Volkswagen,Golf,1.0 TSI Life 5dr,3837,2023,Manual,Petrol,"20,992"
Volkswagen,Golf,1.5 TSI 150 Style 5dr,7041,2023,Manual,Petrol,"24,295"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,21885,2021,Manual,Petrol,"18,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,6429,2023,Manual,Petrol,"21,592"
Volkswagen,Golf,1.5 TSI R-Line 5dr,11702,2021,Manual,Petrol,"21,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,3072,2023,Manual,Petrol,"21,895"
Volkswagen,Golf,1.5 TSI EVO 150 R-Line 5dr DSG,14604,2020,Semiauto,Petrol,"20,995"
Volkswagen,Golf,1.5 eTSI 150 Life 5dr DSG,21195,2020,Semiauto,Hybrid,"19,992"
Volkswagen,Golf,1.5 TSI EVO Match 5dr,33870,2019,Manual,Petrol,"15,495"
Vauxhall,Adam,1.0T ecoFLEX Rocks Air 3dr [Start Stop],85522,2016,Manual,Petrol,"5,995"
Ford,Fiesta,1.0 EcoBoost Zetec 3dr,21359,2017,Manual,Petrol,"8,995"
Fiat,500X,1.6 E-torQ Pop 5dr,18917,2016,Manual,Petrol,"8,995"
Honda,Civic,1.8 i-VTEC SE Plus 5dr,62575,2015,Manual,Petrol,"9,500"
Volkswagen,Golf,1.4 TSI S 5dr,82691,2018,Manual,Petrol,"9,995"
MINI,Hatchback,1.5 Cooper D 5dr,45115,2016,Manual,Diesel,"9,995"
BMW,2,Series 220d [190] M Sport 2dr,72991,2016,Manual,Diesel,"11,500"
Mercedes-Benz,A-Class,A180d Sport Executive 5dr Auto,38886,2016,Automatic,Diesel,"13,500"
MINI,Hatchback,1.5 Cooper 5dr Auto,28161,2017,Automatic,Petrol,"14,000"
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,40235,2020,Semiauto,Hybrid,"21,350"
Volkswagen,Golf,1.0 TSI Life 5dr,3837,2023,Manual,Petrol,"20,992"
Volkswagen,Golf,1.5 TSI 150 Style 5dr,7041,2023,Manual,Petrol,"24,295"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,21885,2021,Manual,Petrol,"18,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,6429,2023,Manual,Petrol,"21,592"
Volkswagen,Golf,1.5 TSI R-Line 5dr,11702,2021,Manual,Petrol,"21,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,3072,2023,Manual,Petrol,"21,895"
Volkswagen,Golf,1.5 TSI EVO 150 R-Line 5dr DSG,14604,2020,Semiauto,Petrol,"20,995"
Volkswagen,Golf,1.5 eTSI 150 Life 5dr DSG,21195,2020,Semiauto,Hybrid,"19,992"
Volkswagen,Golf,1.5 TSI EVO Match 5dr,33870,2019,Manual,Petrol,"15,495"
Vauxhall,Adam,1.0T ecoFLEX Rocks Air 3dr [Start Stop],85522,2016,Manual,Petrol,"5,995"
Ford,Fiesta,1.0 EcoBoost Zetec 3dr,21359,2017,Manual,Petrol,"8,995"
Fiat,500X,1.6 E-torQ Pop 5dr,18917,2016,Manual,Petrol,"8,995"
Honda,Civic,1.8 i-VTEC SE Plus 5dr,62575,2015,Manual,Petrol,"9,500"
Volkswagen,Golf,1.4 TSI S 5dr,82691,2018,Manual,Petrol,"9,995"
MINI,Hatchback,1.5 Cooper D 5dr,45115,2016,Manual,Diesel,"9,995"
BMW,2,Series 220d [190] M Sport 2dr,72991,2016,Manual,Diesel,"11,500"
Mercedes-Benz,A-Class,A180d Sport Executive 5dr Auto,38886,2016,Automatic,Diesel,"13,500"
MINI,Hatchback,1.5 Cooper 5dr Auto,28161,2017,Automatic,Petrol,"14,000"
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,40235,2020,Semiauto,Hybrid,"21,350"
Volkswagen,Golf,1.0 TSI Life 5dr,3837,2023,Manual,Petrol,"20,992"
Volkswagen,Golf,1.5 TSI 150 Style 5dr,7041,2023,Manual,Petrol,"24,295"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,21885,2021,Manual,Petrol,"18,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,6429,2023,Manual,Petrol,"21,592"
Volkswagen,Golf,1.5 TSI R-Line 5dr,11702,2021,Manual,Petrol,"21,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,3072,2023,Manual,Petrol,"21,895"
Volkswagen,Golf,1.5 TSI EVO 150 R-Line 5dr DSG,14604,2020,Semiauto,Petrol,"20,995"
Volkswagen,Golf,1.5 eTSI 150 Life 5dr DSG,21195,2020,Semiauto,Hybrid,"19,992"
Volkswagen,Golf,1.5 TSI EVO Match 5dr,33870,2019,Manual,Petrol,"15,495"
Vauxhall,Adam,1.0T ecoFLEX Rocks Air 3dr [Start Stop],85522,2016,Manual,Petrol,"5,995"
Ford,Fiesta,1.0 EcoBoost Zetec 3dr,21359,2017,Manual,Petrol,"8,995"
Fiat,500X,1.6 E-torQ Pop 5dr,18917,2016,Manual,Petrol,"8,995"
Honda,Civic,1.8 i-VTEC SE Plus 5dr,62575,2015,Manual,Petrol,"9,500"
Volkswagen,Golf,1.4 TSI S 5dr,82691,2018,Manual,Petrol,"9,995"
MINI,Hatchback,1.5 Cooper D 5dr,45115,2016,Manual,Diesel,"9,995"
BMW,2,Series 220d [190] M Sport 2dr,72991,2016,Manual,Diesel,"11,500"
Mercedes-Benz,A-Class,A180d Sport Executive 5dr Auto,38886,2016,Automatic,Diesel,"13,500"
MINI,Hatchback,1.5 Cooper 5dr Auto,28161,2017,Automatic,Petrol,"14,000"
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Volkswagen,Golf,1.4 TSI GTE 5dr DSG,40235,2020,Semiauto,Hybrid,"21,350"
Volkswagen,Golf,1.0 TSI Life 5dr,3837,2023,Manual,Petrol,"20,992"
Volkswagen,Golf,1.5 TSI 150 Style 5dr,7041,2023,Manual,Petrol,"24,295"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,21885,2021,Manual,Petrol,"18,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,6429,2023,Manual,Petrol,"21,592"
Volkswagen,Golf,1.5 TSI R-Line 5dr,11702,2021,Manual,Petrol,"21,392"
Volkswagen,Golf,1.5 TSI 150 Life 5dr,3072,2023,Manual,Petrol,"21,895"
Volkswagen,Golf,1.5 TSI EVO 150 R-Line 5dr DSG,14604,2020,Semiauto,Petrol,"20,995"
Volkswagen,Golf,1.5 eTSI 150 Life 5dr DSG,21195,2020,Semiauto,Hybrid,"19,992"
Volkswagen,Golf,1.5 TSI EVO Match 5dr,33870,2019,Manual,Petrol,"15,495"
Vauxhall,Adam,1.0T ecoFLEX Rocks Air 3dr [Start Stop],85522,2016,Manual,Petrol,"5,995"
Ford,Fiesta,1.0 EcoBoost Zetec 3dr,21359,2017,Manual,Petrol,"8,995"
Fiat,500X,1.6 E-torQ Pop 5dr,18917,2016,Manual,Petrol,"8,995"
Honda,Civic,1.8 i-VTEC SE Plus 5dr,62575,2015,Manual,Petrol,"9,500"
Volkswagen,Golf,1.4 TSI S 5dr,82691,2018,Manual,Petrol,"9,995"
MINI,Hatchback,1.5 Cooper D 5dr,45115,2016,Manual,Diesel,"9,995"
BMW,2,Series 220d [190] M Sport 2dr,72991,2016,Manual,Diesel,"11,500"
Mercedes-Benz,A-Class,A180d Sport Executive 5dr Auto,38886,2016,Automatic,Diesel,"13,500"
MINI,Hatchback,1.5 Cooper 5dr Auto,28161,2017,Automatic,Petrol,"14,000"
Volkswagen,Passat,2.0 TDI GT 5dr DSG,48138,2016,Semiauto,Diesel,"15,995"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
Porsche,Panamera,4.0 V8 Turbo GTS 5dr PDK,47800,2019,Semiauto,Petrol,"64,895"
Audi,Q2,35 TFSI Sport 5dr,10157,2021,Manual,Petrol,"20,295"
Volkswagen,Golf,1.0 TSI Life 5dr,3962,2022,Manual,Petrol,"20,495"
Audi,Q2,1.4 TFSI S Line 5dr S Tronic,23032,2018,Semiauto,Petrol,"19,295"
Kia,Sportage,1.6T GDi ISG 3 5dr,11182,2022,Manual,Petrol,"26,999"
Volkswagen,Tiguan,1.5 TSI 150 R-Line 5dr DSG,7248,2022,Semiauto,Petrol,"31,992"
Hyundai,Tucson,1.6 Crdi 136 Se Nav 5Dr 2Wd Dct,41645,2018,Automatic,Diesel,"15,786"
Hyundai,Tucson,1.6 GDi SE Nav 5dr 2WD,8535,2018,Manual,Petrol,"15,695"
Hyundai,Tucson,1.6 TGDi 177 Premium 5dr 2WD DCT,23754,2019,Semiauto,Petrol,"19,774"
Volkswagen,Tiguan,1.5 TSi EVO 150 Match 5dr DSG,33997,2019,Semiauto,Petrol,"19,795"
Hyundai,Tucson,1.6 TGDi 177 Premium SE 5dr 2WD DCT,18838,2019,Semiauto,Petrol,"21,948"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,6490,2022,Manual,Petrol,"26,999"
Kia,Sportage,1.6 GDi ISG 2 5dr,22588,2019,Manual,Petrol,"15,499"
Kia,Sportage,1.6T GDi ISG GT-Line 5dr,5795,2023,Manual,Petrol,"27,999"
Kia,Sportage,1.6T GDi ISG 2 5dr,11733,2022,Manual,Petrol,"23,999"
Ford,Fiesta,Vignale 1.0 EcoBoost 5dr Auto,20920,2019,Automatic,Petrol,"14,895"
Mercedes-Benz,C-Class,C300h AMG Line 4dr Auto,73500,2016,Automatic,Hybrid,"16,495"
SEAT,Leon,2.0 TSI 290 Cupra [EZ] 5dr DSG,15300,2019,Semiauto,Petrol,"21,500"
BMW,3,Series 320d MHT M Sport Plus Edition 4dr Step Auto,54776,2020,Automatic,Mild Hybrid,"26,995"
Land,Rover,Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto,21247,2019,Automatic,Hybrid,"49,895"
